10335,244834,E. Pernía,23,https://cdn.sofifa.org/players/4/19/244834.png,Brazil,https://cdn.sofifa.org/flags/61.png,65,72,Deportes Iquique,https://cdn.sofifa.org/teams/2/light/112531.png,€775K,€1K,1465,Right,1,2,3,Medium/ Medium,Stocky,No,ST,16,6-Jul-18,,2021,5'10,170lbs,63+2,63+2,63+2,58+2,61+2,61+2,61+2,58+2,57+2,57+2,57+2,56+2,51+2,51+2,51+2,56+2,41+2,38+2,38+2,38+2,41+2,38+2,36+2,36+2,36+2,38+2,35,71,61,47,49,65,37,45,41,67,59,59,57,56,61,68,63,67,71,58,31,18,64,49,66,55,12,22,21,14,9,7,8,7,€1.2M
10340,195427,J. Stockley,24,https://cdn.sofifa.org/players/4/19/195427.png,Brazil,https://cdn.sofifa.org/flags/14.png,65,68,Exeter City,https://cdn.sofifa.org/teams/2/light/143.png,€700K,€4K,1541,Right,1,2,2,Medium/ Low,Normal,No,RS,11,31-Aug-17,,2019,6'2,174lbs,63+2,63+2,63+2,57+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,56+2,52+2,52+2,52+2,56+2,46+2,46+2,46+2,46+2,46+2,44+2,46+2,46+2,46+2,44+2,31,66,69,52,29,58,40,29,38,64,65,67,67,61,51,64,73,81,80,48,74,37,65,41,64,50,28,25,18,14,6,15,9,12,€1.3M
10343,241508,M. Damsgaard,17,https://cdn.sofifa.org/players/4/19/241508.png,Brazil,https://cdn.sofifa.org/flags/13.png,65,79,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,€1.1M,€2K,1686,Right,1,2,4,Medium/ Medium,Lean,No,RCM,27,26-Nov-17,,2022,5'11,143lbs,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,56+2,54+2,54+2,54+2,56+2,54+2,49+2,49+2,49+2,54+2,58,57,51,64,45,68,54,38,59,66,81,79,73,63,80,56,69,71,56,50,62,37,67,64,45,62,46,41,38,6,10,14,11,7,€2M
10359,225128,G. Acampora,24,https://cdn.sofifa.org/players/4/19/225128.png,Brazil,https://cdn.sofifa.org/flags/27.png,65,72,Spezia,https://cdn.sofifa.org/teams/2/light/110741.png,€750K,€1K,1756,Left,1,2,3,Medium/ Medium,Normal,No,CM,29,1-Jul-12,,2019,5'10,172lbs,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,61+2,61+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,56,56,41,72,46,66,59,61,63,68,64,57,58,60,75,70,71,75,64,68,54,62,63,52,55,63,42,62,54,13,15,15,13,6,€1.3M
10363,224361,A. Cannon,22,https://cdn.sofifa.org/players/4/19/224361.png,Brazil,https://cdn.sofifa.org/flags/14.png,65,74,Rochdale,https://cdn.sofifa.org/teams/2/light/1955.png,€825K,€2K,1763,Right,1,2,3,High/ High,Normal,No,CM,27,1-Jul-14,,2019,5'9,163lbs,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2,65+2,61+2,61+2,61+2,65+2,60,52,53,67,35,67,60,50,61,67,79,77,72,68,71,58,56,80,66,38,59,57,62,62,49,61,57,67,64,7,15,7,9,11,€1.6M
10372,204397,N. Bakker,25,https://cdn.sofifa.org/players/4/19/204397.png,Brazil,https://cdn.sofifa.org/flags/34.png,65,68,FC Emmen,https://cdn.sofifa.org/teams/2/light/100628.png,€575K,€2K,1503,Left,1,2,2,Medium/ Medium,Normal,No,LCB,4,1-Jul-17,,2019,6'2,179lbs,47+2,47+2,47+2,49+2,47+2,47+2,47+2,49+2,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,59+2,59+2,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,51,32,68,62,29,52,35,29,59,55,69,67,45,55,59,42,75,49,75,32,59,63,22,39,45,51,60,67,64,7,10,12,7,8,€877K
10373,217709,Raphael Silva,26,https://cdn.sofifa.org/players/4/19/217709.png,Brazil,https://cdn.sofifa.org/flags/54.png,65,69,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€575K,€2K,1372,Right,1,2,2,Medium/ Medium,Normal,No,CB,3,1-Jul-18,,2021,6'3,183lbs,42+2,42+2,42+2,36+2,37+2,37+2,37+2,36+2,35+2,35+2,35+2,37+2,39+2,39+2,39+2,37+2,51+2,52+2,52+2,52+2,51+2,55+2,63+2,63+2,63+2,55+2,28,30,69,34,31,31,35,36,28,41,52,51,40,51,46,45,72,61,72,30,67,63,31,30,44,48,67,68,66,10,13,14,9,7,€1.3M
10375,229741,Mauro Cerqueira,25,https://cdn.sofifa.org/players/4/19/229741.png,Brazil,https://cdn.sofifa.org/flags/38.png,65,67,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,€550K,€3K,1765,Left,1,2,3,Medium/ Medium,Normal,No,LB,5,1-Jul-15,,2019,5'10,174lbs,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,64+2,62+2,62+2,62+2,64+2,64+2,62+2,62+2,62+2,64+2,63,47,51,62,33,65,60,56,58,64,70,73,71,67,75,60,75,74,68,58,65,58,62,47,45,60,62,64,65,11,6,9,13,8,€1.2M
10379,170095,D. Jones,31,https://cdn.sofifa.org/players/4/19/170095.png,Brazil,https://cdn.sofifa.org/flags/14.png,65,65,Notts County,https://cdn.sofifa.org/teams/2/light/1937.png,€350K,€5K,1772,Left,1,2,2,High/ Medium,Normal,No,LB,23,3-Jul-17,,2020,6'2,196lbs,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,59+2,59+2,59+2,63+2,59+2,59+2,59+2,63+2,64+2,60+2,60+2,60+2,64+2,63+2,60+2,60+2,60+2,63+2,65,42,51,60,46,59,66,67,58,58,78,87,72,63,70,56,78,85,73,45,61,58,57,61,48,64,54,57,60,4,3,17,5,8,€613K
10380,240751,G. Poussin,19,https://cdn.sofifa.org/players/4/19/240751.png,Brazil,https://cdn.sofifa.org/flags/18.png,65,79,FC Girondins de Bordeaux,https://cdn.sofifa.org/teams/2/light/59.png,€950K,€2K,909,Right,1,2,1,Medium/ Medium,Normal,No,GK,16,1-Jul-17,,2021,6'0,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,14,29,9,13,13,11,22,17,17,25,22,55,46,19,58,22,59,6,21,10,7,24,16,51,7,12,14,65,64,63,64,66,€2.4M
10385,235377,Bruno Gomes,21,https://cdn.sofifa.org/players/4/19/235377.png,Brazil,https://cdn.sofifa.org/flags/54.png,65,75,CD Aves,https://cdn.sofifa.org/teams/2/light/666.png,€875K,€3K,1562,Right,1,2,3,Medium/ Low,Normal,No,ST,77,31-Aug-17,,2020,6'0,165lbs,64+2,64+2,64+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,59+2,54+2,54+2,54+2,59+2,41+2,41+2,41+2,41+2,41+2,39+2,37+2,37+2,37+2,39+2,36,64,59,55,59,63,60,40,53,64,74,73,62,59,62,70,60,55,66,63,45,15,64,59,69,57,21,21,16,12,14,12,8,9,€2M
10391,215412,C. Elder,23,https://cdn.sofifa.org/players/4/19/215412.png,Brazil,https://cdn.sofifa.org/flags/195.png,65,72,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€650K,€11K,1629,Left,1,2,2,High/ High,Lean,No,LB,35,1-Jul-13,,2020,5'11,148lbs,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,60+2,58+2,58+2,58+2,60+2,63+2,61+2,61+2,61+2,63+2,63+2,62+2,62+2,62+2,63+2,58,29,62,61,32,63,54,29,59,62,73,75,58,58,65,40,72,77,65,32,56,61,55,50,36,45,60,63,63,12,14,11,13,11,€1.4M
10392,222836,R. Ledson,20,https://cdn.sofifa.org/players/4/19/222836.png,Brazil,https://cdn.sofifa.org/flags/14.png,65,77,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€950K,€3K,1769,Right,1,2,3,Medium/ Medium,Lean,Yes,CM,18,17-May-18,,2021,5'11,152lbs,59+2,59+2,59+2,60+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,61+2,64+2,64+2,64+2,61+2,60+2,62+2,62+2,62+2,60+2,50,55,58,73,45,63,52,50,67,63,62,61,68,64,70,59,67,73,65,52,82,52,57,61,53,56,63,62,57,14,16,16,8,11,€2M
10398,244341,Aloísio,20,https://cdn.sofifa.org/players/4/19/244341.png,Brazil,https://cdn.sofifa.org/flags/54.png,65,75,Clube Sport Marítimo,https://cdn.sofifa.org/teams/2/light/1893.png,€775K,€2K,1559,Right,1,2,2,Medium/ Medium,Lean,No,CB,97,1-Jul-17,,2021,6'1,176lbs,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,53+2,56+2,56+2,56+2,53+2,57+2,61+2,61+2,61+2,57+2,58+2,63+2,63+2,63+2,58+2,48,38,61,61,38,57,37,42,57,61,48,51,42,63,43,57,57,52,78,46,63,59,43,51,48,48,65,65,60,14,15,11,13,15,€1.8M
10403,241014,N. Garmendia,20,https://cdn.sofifa.org/players/4/19/241014.png,Brazil,https://cdn.sofifa.org/flags/45.png,65,76,Udinese,https://cdn.sofifa.org/teams/2/light/55.png,€925K,€5K,1633,Right,1,2,3,High/ Low,Normal,No,CAM,61,1-Jul-15,,2021,5'9,154lbs,59+2,59+2,59+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,62+2,58+2,58+2,58+2,62+2,53+2,52+2,52+2,52+2,53+2,52+2,49+2,49+2,49+2,52+2,52,57,44,62,53,74,69,49,59,74,75,69,69,63,75,64,50,33,47,47,50,29,46,62,58,68,62,43,48,12,10,12,8,8,€1.9M
10418,194937,T. Parkes,26,https://cdn.sofifa.org/players/4/19/194937.png,Brazil,https://cdn.sofifa.org/flags/14.png,65,65,Carlisle United,https://cdn.sofifa.org/teams/2/light/1480.png,€475K,€3K,1504,Left,1,2,2,Medium/ Medium,Normal,No,CB,6,4-Jul-17,,2019,6'2,174lbs,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,48+2,48+2,48+2,51+2,53+2,53+2,53+2,51+2,58+2,60+2,60+2,60+2,58+2,59+2,63+2,63+2,63+2,59+2,44,27,60,58,25,51,47,38,54,55,54,61,52,58,46,54,74,75,83,26,75,56,33,47,29,58,55,67,62,8,6,9,7,8,€831K
10421,221562,M. Mbaye,22,https://cdn.sofifa.org/players/4/19/221562.png,Brazil,https://cdn.sofifa.org/flags/136.png,65,73,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,€775K,€4K,1724,Right,1,2,3,Medium/ High,Lean,No,LCM,24,,Chievo Verona,30-Jun-19,6'1,176lbs,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,61+2,62+2,64+2,64+2,64+2,62+2,61+2,63+2,63+2,63+2,61+2,44,42,62,72,34,65,40,43,72,71,70,74,67,58,66,55,70,74,79,58,67,60,45,52,54,60,57,59,57,10,13,6,14,14,
10426,222843,Ronan,23,https://cdn.sofifa.org/players/4/19/222843.png,Brazil,https://cdn.sofifa.org/flags/54.png,65,71,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€750K,€3K,1400,Right,1,2,2,High/ Low,Lean,No,ST,19,19-Jan-16,,2020,6'5,196lbs,63+2,63+2,63+2,54+2,59+2,59+2,59+2,54+2,56+2,56+2,56+2,52+2,51+2,51+2,51+2,52+2,39+2,41+2,41+2,41+2,39+2,37+2,41+2,41+2,41+2,37+2,34,66,74,62,62,62,51,29,27,64,30,32,40,58,33,66,30,54,92,59,57,20,68,47,65,61,16,24,23,12,13,10,10,10,€1.7M
10430,232316,G. Aguirre,22,https://cdn.sofifa.org/players/4/19/232316.png,Brazil,https://cdn.sofifa.org/flags/83.png,65,73,Club Atlas,https://cdn.sofifa.org/teams/2/light/101114.png,€675K,€4K,1590,Right,1,2,2,Low/ High,Lean,No,CB,5,1-Jan-16,,2021,5'11,161lbs,50+2,50+2,50+2,53+2,51+2,51+2,51+2,53+2,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,62+2,60+2,60+2,60+2,62+2,63+2,64+2,64+2,64+2,63+2,51,29,62,57,26,57,40,36,48,60,74,70,67,60,61,39,65,70,69,28,63,61,48,39,42,50,71,64,65,13,13,14,14,14,€1.3M
10433,190588,R. Wallace,30,https://cdn.sofifa.org/players/4/19/190588.png,Brazil,https://cdn.sofifa.org/flags/72.png,65,65,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,€500K,€2K,1810,Left,1,2,2,High/ Medium,Normal,Yes,LW,23,15-Feb-17,,2018,6'0,165lbs,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,61+2,58+2,58+2,58+2,61+2,60+2,56+2,56+2,56+2,60+2,62,60,63,63,56,63,67,49,56,58,77,74,72,61,70,64,73,85,64,60,66,60,59,60,59,60,30,55,55,11,12,15,15,16,€750K
10435,211581,S. O'Neill,24,https://cdn.sofifa.org/players/4/19/211581.png,Brazil,https://cdn.sofifa.org/flags/95.png,65,70,Orlando City SC,https://cdn.sofifa.org/teams/2/light/112606.png,€625K,€2K,1664,Right,1,2,2,Medium/ Medium,Normal,No,RCB,12,10-Jul-18,,2021,6'2,190lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,58+2,60+2,63+2,63+2,63+2,60+2,60+2,63+2,63+2,63+2,60+2,46,48,49,64,42,60,59,43,60,62,59,67,53,70,49,62,63,58,80,51,67,62,53,54,42,59,62,63,63,16,6,6,10,15,€984K
10439,220030,G. Paquiez,24,https://cdn.sofifa.org/players/4/19/220030.png,Brazil,https://cdn.sofifa.org/flags/18.png,65,68,Nîmes Olympique,https://cdn.sofifa.org/teams/2/light/224.png,€575K,€4K,1694,Left,1,2,2,Medium/ Medium,Normal,No,RB,15,24-Feb-16,,2020,6'0,159lbs,54+2,54+2,54+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,64+2,62+2,62+2,62+2,64+2,58,34,57,68,47,57,51,43,59,54,69,74,64,59,66,58,60,78,64,44,60,66,54,54,51,58,62,60,65,15,12,7,8,16,€1.2M
10440,223102,F. Costa,26,https://cdn.sofifa.org/players/4/19/223102.png,Brazil,https://cdn.sofifa.org/flags/52.png,65,65,San Martin de Tucumán,https://cdn.sofifa.org/teams/2/light/111714.png,€575K,€3K,1609,Left,1,2,3,High/ Low,Lean,No,LM,11,3-Aug-17,,2019,5'3,141lbs,57+2,57+2,57+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,50+2,44+2,44+2,44+2,50+2,47+2,36+2,36+2,36+2,47+2,68,59,54,67,49,68,71,62,53,63,72,70,85,53,83,56,47,66,29,63,33,23,54,63,53,54,32,22,29,12,11,12,14,13,€834K
10445,237183,M. Rojas,22,https://cdn.sofifa.org/players/4/19/237183.png,Brazil,https://cdn.sofifa.org/flags/58.png,65,73,Defensa y Justicia,https://cdn.sofifa.org/teams/2/light/111710.png,€775K,€3K,1636,Left,1,2,3,High/ Low,Lean,No,RCM,26,1-Jan-15,,2021,6'1,159lbs,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,53+2,50+2,50+2,50+2,53+2,50+2,41+2,41+2,41+2,50+2,62,68,45,69,44,73,60,65,58,69,69,80,74,69,56,64,43,71,62,65,30,34,70,65,45,66,27,30,24,8,6,12,8,11,€1.3M
10447,244607,M. Giannikoglou,25,https://cdn.sofifa.org/players/4/19/244607.png,Brazil,https://cdn.sofifa.org/flags/22.png,65,69,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,€500K,€1K,1015,Right,1,2,1,Medium/ Medium,Lean,No,GK,40,1-Jul-18,,2021,6'2,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,13,15,6,10,11,10,23,11,27,33,60,56,46,24,70,44,66,5,41,8,8,30,19,54,18,11,11,66,62,64,60,70,€1.1M
10450,233088,G. Rehak,25,https://cdn.sofifa.org/players/4/19/233088.png,Brazil,https://cdn.sofifa.org/flags/52.png,65,71,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€525K,€4K,974,Right,1,2,1,Medium/ Medium,Lean,No,GK,33,4-Jan-16,,2021,5'11,152lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,10,26,10,10,14,15,22,18,32,31,34,65,38,23,51,28,51,10,20,12,9,47,13,28,22,14,11,65,64,60,65,63,€840K
10454,223873,A. Walongwa,24,https://cdn.sofifa.org/players/4/19/223873.png,Brazil,https://cdn.sofifa.org/flags/107.png,65,67,FC Nantes,https://cdn.sofifa.org/teams/2/light/71.png,€550K,€5K,1424,Right,1,2,2,Low/ Medium,Stocky,No,CB,26,1-Jan-15,,2019,6'0,179lbs,44+2,44+2,44+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,41+2,45+2,45+2,45+2,41+2,52+2,57+2,57+2,57+2,52+2,55+2,63+2,63+2,63+2,55+2,24,21,67,51,29,27,35,38,48,56,53,50,51,56,53,41,62,52,78,25,67,63,39,27,54,58,63,65,62,15,16,8,13,15,€1.1M
10469,204420,J. Sternberg,25,https://cdn.sofifa.org/players/4/19/204420.png,Brazil,https://cdn.sofifa.org/flags/21.png,65,67,1. FC Kaiserslautern,https://cdn.sofifa.org/teams/2/light/29.png,€550K,€2K,1718,Left,1,2,3,High/ Medium,Lean,No,LB,3,1-Jul-18,,2021,6'0,170lbs,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,64+2,62+2,62+2,62+2,64+2,61,39,61,62,32,60,46,59,59,61,73,72,68,66,62,72,48,77,67,45,68,62,50,56,52,50,60,65,59,15,8,13,11,9,€839K
10470,221316,M. Blázquez,27,https://cdn.sofifa.org/players/4/19/221316.png,Brazil,https://cdn.sofifa.org/flags/55.png,65,66,Deportes Iquique,https://cdn.sofifa.org/teams/2/light/112531.png,€500K,€1K,1390,Right,1,2,2,Medium/ Medium,Normal,No,LCB,3,14-Jun-17,,2018,6'2,183lbs,43+2,43+2,43+2,37+2,38+2,38+2,38+2,37+2,39+2,39+2,39+2,40+2,46+2,46+2,46+2,40+2,53+2,58+2,58+2,58+2,53+2,56+2,63+2,63+2,63+2,56+2,33,19,73,62,34,25,28,32,56,45,48,53,45,52,35,64,73,62,81,27,62,61,24,26,35,56,64,63,59,9,8,12,11,9,€713K
